image name,AP,AP50,AP75,APsmall,APmedium,APlarge,AR1,AR10,AR100,ARsmall,ARmedium,ARlarge
290.txt,0.4343234323432344,0.8349834983498351,0.16831683168316833,-1,0.5,0.6,0.25,0.55,0.55,-1,0.5,0.6
291.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
292.txt,0.4,1.0,0.0,-1,0.4,-1,0.4,0.4,0.4,-1,0.4,-1
293.txt,0.5610561056105611,1.0,0.4422442244224422,-1,-1,0.5610561056105611,0.16666666666666666,0.6,0.6,-1,-1,0.6
294.txt,0.6,1.0,1.0,-1,-1,0.6,0.6,0.6,0.6,-1,-1,0.6
295.txt,0.4,0.5,0.5,-1,-1,0.8,0.0,0.8,0.8,-1,-1,0.8
296.txt,0.35346534653465345,0.504950495049505,0.504950495049505,-1,0.0,0.7,0.35,0.35,0.35,-1,0.0,0.7
297.txt,0.25,0.5,0.0,-1,-1,0.5,0.0,0.5,0.5,-1,-1,0.5
298.txt,0.3579207920792079,0.5,0.3316831683168317,-1,0.3000000000000001,0.6514851485148515,0.0,0.7333333333333333,0.7333333333333333,-1,0.9,0.65
299.txt,0.27574257425742577,1.0,0.0,-1,0.2,0.5,0.1,0.35,0.35,-1,0.2,0.5
3.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
30.txt,0.6326732673267327,1.0,0.6633663366336634,-1,0.6326732673267327,-1,0.2333333333333333,0.6333333333333333,0.6333333333333333,-1,0.6333333333333333,-1
300.txt,0.5,1.0,0.0,-1,-1,0.5,0.5,0.5,0.5,-1,-1,0.5
301.txt,0.3,1.0,0.0,-1,-1,0.3,0.3,0.3,0.3,-1,-1,0.3
302.txt,0.5,1.0,0.0,-1,-1,0.5,0.5,0.5,0.5,-1,-1,0.5
303.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
304.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
305.txt,0.8252475247524753,1.0,1.0,-1,0.8252475247524753,-1,0.4,0.85,0.85,-1,0.85,-1
306.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
308.txt,0.7,1.0,1.0,-1,-1,0.7,0.7,0.7,0.7,-1,-1,0.7
309.txt,0.7,1.0,1.0,-1,-1,0.7,0.7,0.7,0.7,-1,-1,0.7
31.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
310.txt,0.7504950495049505,1.0,1.0,-1,0.7,0.8,0.4,0.75,0.75,-1,0.7,0.8
311.txt,0.7504950495049505,1.0,1.0,-1,-1,0.7504950495049505,0.35,0.8,0.8,-1,-1,0.8
312.txt,0.5359735973597359,0.8349834983498351,0.504950495049505,-1,0.2,0.8,0.4,0.6,0.6,-1,0.4,0.8
313.txt,0.30297029702970296,0.504950495049505,0.504950495049505,0.30297029702970296,-1,-1,0.3,0.3,0.3,0.3,-1,-1
314.txt,0.2,1.0,0.0,-1,0.2,-1,0.2,0.2,0.2,-1,0.2,-1
315.txt,0.6,1.0,1.0,-1,0.6,-1,0.6,0.6,0.6,-1,0.6,-1
316.txt,0.2,1.0,0.0,-1,0.2,-1,0.2,0.2,0.2,-1,0.2,-1
317.txt,0.0,0.0,0.0,-1,0.0,-1,0.0,0.0,0.0,-1,0.0,-1
318.txt,0.4,1.0,0.0,-1,0.4,-1,0.4,0.4,0.4,-1,0.4,-1
319.txt,0.17574257425742573,1.0,0.0,-1,0.17574257425742573,-1,0.05,0.25,0.25,-1,0.25,-1
32.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
320.txt,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,-1,-1
321.txt,0.403960396039604,0.504950495049505,0.504950495049505,-1,0.403960396039604,-1,0.4,0.4,0.4,-1,0.4,-1
322.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
323.txt,0.6,1.0,1.0,-1,0.6,-1,0.6,0.6,0.6,-1,0.6,-1
324.txt,0.0,0.0,0.0,-1,0.0,-1,0.0,0.0,0.0,-1,0.0,-1
325.txt,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,-1,-1
327.txt,0.6,1.0,1.0,-1,-1,0.6,0.6,0.6,0.6,-1,-1,0.6
328.txt,0.6,1.0,1.0,-1,0.6,-1,0.6,0.6,0.6,-1,0.6,-1
329.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
33.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
330.txt,0.4,1.0,0.0,-1,-1,0.4,0.4,0.4,0.4,-1,-1,0.4
331.txt,0.6,1.0,1.0,-1,-1,0.6,0.6,0.6,0.6,-1,-1,0.6
332.txt,0.15,0.5,0.0,-1,-1,0.3,0.0,0.3,0.3,-1,-1,0.3
333.txt,0.42524752475247524,1.0,0.0,-1,0.5,0.4,0.2,0.45,0.45,-1,0.5,0.4
334.txt,0.5,1.0,0.0,-1,0.5,-1,0.25,0.5,0.5,-1,0.5,-1
335.txt,0.299009900990099,0.6633663366336634,0.0,0.0,0.45049504950495045,-1,0.16666666666666666,0.3,0.3,0.0,0.45,-1
336.txt,0.16831683168316833,0.33663366336633666,0.0,0.0,0.5,-1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.5,-1
337.txt,0.7504950495049505,1.0,1.0,-1,0.7504950495049505,-1,0.4,0.75,0.75,-1,0.75,-1
338.txt,0.4757425742574258,1.0,0.2524752475247525,-1,0.4757425742574258,-1,0.2,0.55,0.55,-1,0.55,-1
339.txt,0.5252475247524753,1.0,0.2524752475247525,-1,0.5252475247524753,-1,0.25,0.55,0.55,-1,0.55,-1
34.txt,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,-1,-1,0.0
340.txt,0.6,1.0,1.0,-1,0.6,-1,0.6,0.6,0.6,-1,0.6,-1
341.txt,0.4782178217821782,0.7524752475247525,0.504950495049505,-1,0.2524752475247525,0.700990099009901,0.2,0.475,0.475,-1,0.25,0.7
342.txt,0.8504950495049505,1.0,1.0,-1,-1,0.8504950495049505,0.45,0.85,0.85,-1,-1,0.85
343.txt,0.43696369636963694,0.7524752475247525,0.4224422442244225,0.0,0.45049504950495045,0.8,0.2,0.45,0.45,0.0,0.5,0.8
344.txt,0.201980198019802,0.504950495049505,0.0,-1,0.0,0.4,0.2,0.2,0.2,-1,0.0,0.4
346.txt,0.403960396039604,0.504950495049505,0.504950495049505,-1,-1,0.403960396039604,0.4,0.4,0.4,-1,-1,0.4
347.txt,0.6524752475247524,1.0,0.504950495049505,-1,0.4,0.9,0.45,0.65,0.65,-1,0.4,0.9
348.txt,0.7504950495049505,1.0,1.0,-1,0.9,0.7,0.35,0.8,0.8,-1,0.9,0.7
349.txt,0.7,1.0,1.0,-1,-1,0.7,0.7,0.7,0.7,-1,-1,0.7
35.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
350.txt,0.7,1.0,1.0,-1,-1,0.7,0.7,0.7,0.7,-1,-1,0.7
351.txt,0.6,1.0,1.0,-1,0.6,-1,0.3,0.6,0.6,-1,0.6,-1
352.txt,0.8554455445544555,1.0,1.0,-1,0.8554455445544555,-1,0.3,0.8666666666666666,0.8666666666666666,-1,0.8666666666666666,-1
353.txt,0.2356435643564357,0.33663366336633666,0.33663366336633666,0.0,0.7,-1,0.2333333333333333,0.2333333333333333,0.2333333333333333,0.0,0.7,-1
354.txt,0.7,1.0,1.0,-1,-1,0.7,0.7,0.7,0.7,-1,-1,0.7
355.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
356.txt,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,-1,-1,0.0
357.txt,0.5757425742574258,1.0,0.2524752475247525,-1,0.5757425742574258,-1,0.25,0.65,0.65,-1,0.65,-1
358.txt,0.7504950495049505,1.0,1.0,-1,0.7504950495049505,-1,0.35,0.8,0.8,-1,0.8,-1
359.txt,0.6,1.0,1.0,-1,-1,0.6,0.6,0.6,0.6,-1,-1,0.6
36.txt,0.4544554455445544,0.504950495049505,0.504950495049505,-1,0.4544554455445544,-1,0.45,0.45,0.45,-1,0.45,-1
360.txt,0.5475247524752476,0.6633663366336634,0.6633663366336634,0.8,0.0,0.9,0.26666666666666666,0.5666666666666667,0.5666666666666667,0.8,0.0,0.9
361.txt,0.30297029702970296,0.33663366336633666,0.33663366336633666,0.0,0.4544554455445544,-1,0.3,0.3,0.3,0.0,0.45,-1
362.txt,0.6252475247524752,1.0,1.0,0.7,0.6,-1,0.3,0.65,0.65,0.7,0.6,-1
363.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
365.txt,0.700990099009901,1.0,1.0,-1,0.700990099009901,-1,0.4,0.7,0.7,-1,0.7,-1
366.txt,0.5514851485148514,1.0,0.2524752475247525,-1,0.4,1.0,0.2,0.7,0.7,-1,0.4,1.0
367.txt,0.5,1.0,0.0,-1,0.5,-1,0.25,0.5,0.5,-1,0.5,-1
368.txt,0.43168316831683173,0.6633663366336634,0.6633663366336634,0.0,0.6504950495049504,-1,0.2,0.4666666666666666,0.4666666666666666,0.0,0.7,-1
369.txt,0.34851485148514855,0.6633663366336634,0.16831683168316833,0.0,0.5504950495049504,-1,0.16666666666666666,0.36666666666666664,0.36666666666666664,0.0,0.55,-1
37.txt,0.7504950495049505,1.0,1.0,-1,0.7504950495049505,-1,0.4,0.75,0.75,-1,0.75,-1
370.txt,0.403960396039604,0.504950495049505,0.504950495049505,0.0,0.8,-1,0.4,0.4,0.4,0.0,0.8,-1
371.txt,0.35346534653465345,0.504950495049505,0.504950495049505,-1,0.7,0.0,0.35,0.35,0.35,-1,0.7,0.0
372.txt,0.35346534653465345,0.504950495049505,0.504950495049505,0.0,0.7,-1,0.35,0.35,0.35,0.0,0.7,-1
373.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
374.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
375.txt,0.6252475247524752,1.0,1.0,-1,0.6252475247524752,-1,0.3,0.65,0.65,-1,0.65,-1
376.txt,0.402970297029703,1.0,0.504950495049505,-1,0.402970297029703,-1,0.35,0.4,0.4,-1,0.4,-1
377.txt,0.4,1.0,0.0,-1,0.4,-1,0.4,0.4,0.4,-1,0.4,-1
378.txt,0.35346534653465345,0.504950495049505,0.504950495049505,-1,0.0,0.7,0.35,0.35,0.35,-1,0.0,0.7
379.txt,0.403960396039604,0.504950495049505,0.504950495049505,0.0,0.8,-1,0.4,0.4,0.4,0.0,0.8,-1
38.txt,0.8,1.0,1.0,-1,0.8,-1,0.8,0.8,0.8,-1,0.8,-1
380.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
381.txt,0.8,1.0,1.0,-1,0.8,-1,0.8,0.8,0.8,-1,0.8,-1
382.txt,0.24356435643564361,0.40594059405940597,0.40594059405940597,0.0,0.30297029702970296,-1,0.12000000000000002,0.24000000000000005,0.24000000000000005,0.0,0.3,-1
384.txt,0.7227722772277227,1.0,1.0,-1,0.7514851485148515,0.7,0.3,0.7333333333333333,0.7333333333333333,-1,0.75,0.7
385.txt,0.600990099009901,1.0,0.504950495049505,-1,0.600990099009901,-1,0.35,0.6,0.6,-1,0.6,-1
386.txt,0.9,1.0,1.0,-1,-1,0.9,0.9,0.9,0.9,-1,-1,0.9
387.txt,0.43168316831683173,0.6633663366336634,0.6633663366336634,-1,0.35346534653465345,0.6,0.2333333333333333,0.4333333333333333,0.4333333333333333,-1,0.35,0.6
388.txt,0.9,1.0,1.0,-1,-1,0.9,0.9,0.9,0.9,-1,-1,0.9
389.txt,0.36534653465346534,0.6633663366336634,0.16831683168316833,-1,0.2524752475247525,0.7,0.16666666666666666,0.4,0.4,-1,0.25,0.7
39.txt,0.8,1.0,1.0,-1,0.8,-1,0.8,0.8,0.8,-1,0.8,-1
390.txt,0.35346534653465345,0.504950495049505,0.504950495049505,0.0,0.35346534653465345,0.7,0.175,0.35,0.35,0.0,0.35,0.7
391.txt,0.08316831683168316,0.2079207920792079,0.0,0.0,0.4,-1,0.08,0.08,0.08,0.0,0.4,-1
392.txt,0.401980198019802,0.7524752475247525,0.33663366336633666,0.0,0.5326732673267326,-1,0.1,0.45,0.45,0.0,0.6,-1
393.txt,0.30297029702970296,0.504950495049505,0.504950495049505,-1,0.6,0.0,0.3,0.3,0.3,-1,0.6,0.0
394.txt,0.100990099009901,0.504950495049505,0.0,-1,0.100990099009901,-1,0.1,0.1,0.1,-1,0.1,-1
395.txt,0.6029702970297028,1.0,0.504950495049505,0.3,0.9,-1,0.45,0.6,0.6,0.3,0.9,-1
396.txt,0.5504950495049504,1.0,0.504950495049505,-1,0.5,0.6,0.3,0.55,0.55,-1,0.5,0.6
397.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
398.txt,0.2821782178217822,0.6633663366336634,0.0,0.0,0.42524752475247524,-1,0.13333333333333333,0.3,0.3,0.0,0.45,-1
399.txt,0.26633663366336635,1.0,0.0,-1,0.26633663366336635,-1,0.1,0.26666666666666666,0.26666666666666666,-1,0.26666666666666666,-1
4.txt,0.6,1.0,1.0,-1,-1,0.6,0.6,0.6,0.6,-1,-1,0.6
40.txt,0.8,1.0,1.0,-1,0.8,-1,0.8,0.8,0.8,-1,0.8,-1
400.txt,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,-1,-1
402.txt,0.1,1.0,0.0,-1,0.1,-1,0.1,0.1,0.1,-1,0.1,-1
403.txt,0.9,1.0,1.0,-1,0.9,-1,0.9,0.9,0.9,-1,0.9,-1
404.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
405.txt,0.500990099009901,1.0,0.504950495049505,-1,0.6,0.4,0.3,0.5,0.5,-1,0.6,0.4
406.txt,0.2524752475247525,0.504950495049505,0.0,-1,0.0,0.5,0.25,0.25,0.25,-1,0.0,0.5
407.txt,0.5252475247524753,1.0,0.2524752475247525,-1,0.5,0.6,0.25,0.55,0.55,-1,0.5,0.6
408.txt,0.3,1.0,0.0,-1,-1,0.3,0.3,0.3,0.3,-1,-1,0.3
409.txt,0.0,0.0,0.0,-1,0.0,-1,0.0,0.0,0.0,-1,0.0,-1
41.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
410.txt,0.42524752475247524,1.0,0.0,-1,0.42524752475247524,-1,0.2,0.45,0.45,-1,0.45,-1
411.txt,0.5475247524752476,0.6633663366336634,0.6633663366336634,-1,0.5475247524752476,-1,0.26666666666666666,0.5666666666666667,0.5666666666666667,-1,0.5666666666666667,-1
412.txt,0.7838283828382838,1.0,1.0,0.9,0.7663366336633664,-1,0.2,0.8,0.8,0.9,0.7666666666666666,-1
413.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
414.txt,0.1,1.0,0.0,-1,0.1,-1,0.1,0.1,0.1,-1,0.1,-1
415.txt,0.8,1.0,1.0,-1,0.8,-1,0.8,0.8,0.8,-1,0.8,-1
416.txt,0.7757425742574257,1.0,1.0,-1,0.7757425742574257,-1,0.35,0.85,0.85,-1,0.85,-1
417.txt,0.6,1.0,1.0,-1,0.6,-1,0.6,0.6,0.6,-1,0.6,-1
418.txt,0.3900990099009901,0.7524752475247525,0.504950495049505,0.0,0.5326732673267327,-1,0.15,0.4,0.4,0.0,0.5333333333333333,-1
419.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
42.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
421.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
422.txt,0.7,1.0,1.0,-1,-1,0.7,0.7,0.7,0.7,-1,-1,0.7
423.txt,0.6,1.0,1.0,-1,0.6,0.6,0.3,0.6,0.6,-1,0.6,0.6
424.txt,0.7,1.0,1.0,-1,-1,0.7,0.2333333333333333,0.7,0.7,-1,-1,0.7
425.txt,0.7326732673267327,1.0,1.0,-1,0.6,0.8,0.26666666666666666,0.7333333333333333,0.7333333333333333,-1,0.6,0.8
426.txt,0.525,0.8341584158415841,0.3316831683168317,-1,-1,0.6438943894389438,0.16666666666666666,0.7333333333333333,0.7333333333333333,-1,-1,0.7333333333333333
427.txt,0.7,1.0,1.0,-1,-1,0.7,0.7,0.7,0.7,-1,-1,0.7
428.txt,0.4204620462046204,0.7524752475247525,0.25742574257425743,-1,0.4,0.5,0.2,0.425,0.425,-1,0.4,0.5
429.txt,0.7,1.0,1.0,-1,0.7,0.7,0.35,0.7,0.7,-1,0.7,0.7
43.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
430.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
431.txt,0.9,1.0,1.0,-1,0.9,-1,0.9,0.9,0.9,-1,0.9,-1
432.txt,0.6252475247524752,1.0,1.0,-1,0.6252475247524752,-1,0.3,0.65,0.65,-1,0.65,-1
433.txt,0.5475247524752476,0.6633663366336634,0.6633663366336634,0.0,0.9,0.8,0.26666666666666666,0.5666666666666667,0.5666666666666667,0.0,0.9,0.8
434.txt,0.2524752475247525,0.504950495049505,0.0,0.0,0.5,-1,0.25,0.25,0.25,0.0,0.5,-1
435.txt,0.43168316831683173,0.6633663366336634,0.6633663366336634,-1,0.0,0.6504950495049504,0.2333333333333333,0.4333333333333333,0.4333333333333333,-1,0.0,0.65
436.txt,0.35346534653465345,0.504950495049505,0.504950495049505,-1,0.35346534653465345,-1,0.35,0.35,0.35,-1,0.35,-1
437.txt,0.5,1.0,0.0,-1,-1,0.5,0.5,0.5,0.5,-1,-1,0.5
438.txt,0.27574257425742577,1.0,0.0,-1,0.27574257425742577,-1,0.1,0.35,0.35,-1,0.35,-1
439.txt,0.5171617161716173,0.6666666666666669,0.6666666666666669,-1,0.8009900990099009,-1,0.0,0.8,0.8,-1,0.8,-1
440.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
441.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
442.txt,0.2,1.0,0.0,-1,-1,0.2,0.2,0.2,0.2,-1,-1,0.2
443.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
444.txt,0.4,1.0,0.0,-1,0.4,-1,0.4,0.4,0.4,-1,0.4,-1
445.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
446.txt,0.700990099009901,1.0,1.0,-1,0.700990099009901,-1,0.4,0.7,0.7,-1,0.7,-1
447.txt,0.133993399339934,0.6666666666666669,0.0,-1,0.200990099009901,-1,0.0,0.3,0.3,-1,0.3,-1
448.txt,0.6,1.0,1.0,-1,0.6,-1,0.6,0.6,0.6,-1,0.6,-1
449.txt,0.8,1.0,1.0,-1,0.8,-1,0.8,0.8,0.8,-1,0.8,-1
45.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
450.txt,0.4,1.0,0.0,-1,-1,0.4,0.4,0.4,0.4,-1,-1,0.4
451.txt,0.30297029702970296,0.504950495049505,0.504950495049505,-1,0.30297029702970296,-1,0.3,0.3,0.3,-1,0.3,-1
452.txt,0.2,0.5,0.0,-1,0.2,-1,0.0,0.4,0.4,-1,0.4,-1
453.txt,0.8,1.0,1.0,-1,0.8,-1,0.8,0.8,0.8,-1,0.8,-1
454.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
455.txt,0.7,1.0,1.0,-1,-1,0.7,0.7,0.7,0.7,-1,-1,0.7
456.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
457.txt,0.1,1.0,0.0,-1,0.1,-1,0.1,0.1,0.1,-1,0.1,-1
458.txt,0.3,1.0,0.0,-1,0.3,-1,0.3,0.3,0.3,-1,0.3,-1
459.txt,0.9,1.0,1.0,-1,-1,0.9,0.9,0.9,0.9,-1,-1,0.9
48.txt,0.6252475247524752,1.0,1.0,-1,0.6252475247524752,-1,0.3,0.65,0.65,-1,0.65,-1
480.txt,0.6,1.0,1.0,-1,-1,0.6,0.6,0.6,0.6,-1,-1,0.6
481.txt,0.23234323432343232,0.4422442244224422,0.1122112211221122,-1,0.34851485148514855,-1,0.0,0.36666666666666664,0.36666666666666664,-1,0.36666666666666664,-1
482.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
483.txt,0.0,0.0,0.0,-1,0.0,-1,0.0,0.0,0.0,-1,0.0,-1
484.txt,0.0,0.0,0.0,-1,0.0,-1,0.0,0.0,0.0,-1,0.0,-1
485.txt,0.7,1.0,1.0,-1,0.7,-1,0.35,0.7,0.7,-1,0.7,-1
49.txt,0.9,1.0,1.0,-1,0.9,-1,0.45,0.9,0.9,-1,0.9,-1
5.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
50.txt,0.25,0.5,0.0,-1,-1,0.5,0.0,0.5,0.5,-1,-1,0.5
51.txt,0.35346534653465345,0.504950495049505,0.504950495049505,-1,0.35346534653465345,-1,0.35,0.35,0.35,-1,0.35,-1
52.txt,0.8,1.0,1.0,-1,0.8,0.8,0.4,0.8,0.8,-1,0.8,0.8
53.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
54.txt,0.2524752475247525,0.504950495049505,0.0,-1,-1,0.2524752475247525,0.25,0.25,0.25,-1,-1,0.25
55.txt,0.9,1.0,1.0,-1,0.9,-1,0.9,0.9,0.9,-1,0.9,-1
56.txt,0.8,1.0,1.0,-1,0.8,-1,0.8,0.8,0.8,-1,0.8,-1
57.txt,0.600990099009901,1.0,0.504950495049505,-1,0.600990099009901,-1,0.35,0.6,0.6,-1,0.6,-1
58.txt,0.4,1.0,0.0,-1,0.4,-1,0.4,0.4,0.4,-1,0.4,-1
59.txt,0.7,1.0,1.0,-1,0.7,-1,0.7,0.7,0.7,-1,0.7,-1
6.txt,0.9,1.0,1.0,-1,-1,0.9,0.9,0.9,0.9,-1,-1,0.9
60.txt,0.6,1.0,1.0,-1,0.6,-1,0.6,0.6,0.6,-1,0.6,-1
61.txt,0.8,1.0,1.0,-1,-1,0.8,0.8,0.8,0.8,-1,-1,0.8
62.txt,0.2,1.0,0.0,-1,0.2,-1,0.2,0.2,0.2,-1,0.2,-1
63.txt,0.5,1.0,0.0,-1,0.5,-1,0.5,0.5,0.5,-1,0.5,-1
64.txt,0.6,1.0,1.0,-1,-1,0.6,0.6,0.6,0.6,-1,-1,0.6
all_images,0.6,1.0,1.0,-1,-1,0.6,0.6,0.6,0.6,-1,-1,0.6
